Artist Name,Album Name,Review Score,Genre,Date Published,Written By
Nicki Minaj,Queen,7.6,Rap,2018-08-14,Briana Younger
Shy Boys,Bell House,6.8,Rock,2018-08-14,Margaret Farrell
Ram,RAM 7: August 1791,7.8,Global,2018-08-14,Piotr Orlov
Chris Crack,Being Woke Ain’t Fun,6.6,Rap,2018-08-14,Torii MacAdams
Foxing,Nearer My God,8.0,Rock,2018-08-13,Ian Cohen
OMB Peezy ,Loyalty Over Love,7.4,Rap,2018-08-13,Stephen Kearse
The Necks,Body,8.0,Experimental,2018-08-13,Grayson Haver Currin
Chris Watson,"Locations, Processed",7.2,Not found,2018-08-13,Daniel Martin-McCormick
Earl Sweatshirt,Earl,8.3,Rap,2018-08-12,Sheldon Pearce
Teenage Fanclub,Bandwagonesque,8.7,Rock,2018-08-11,Sam Sodomsky
Lambchop,What Another Man Spills,8.2,Rock,2018-08-11,Stephen M. Deusner
Caterina Barbieri,Born Again in the Voltage,7.6,Experimental,2018-08-11,Miles Bowe
Koran Streets,Late 20s,7.5,Rap,2018-08-11,Jay Balfour
Tirzah,Devotion,8.3,Experimental,2018-08-10,Kevin Lozano
DJ Muggs,Dia del Asesinato,7.1,Rap,2018-08-10,Jonah Bromwich
Miles Kane,Coup de Grace,3.6,Rock,2018-08-10,Eve Barlow
Jake Shears,Jake Shears,7.4,Rock,2018-08-10,Jesse Dorris
Jack White,Live at Third Man Records ||| Nashville & Cass Corridor,6.6,Rock,2018-08-09,Stephen Thomas Erlewine
Tuamie,"Emergency Raps, Vol. 3",7.3,Rap,2018-08-09,Brian Josephs
Deaf Wish,Lithium Zion,7.7,Rock,2018-08-09,Stuart Berman
Steve Hauschildt,Dissolvi,7.5,Electronic,2018-08-09,Larry Fitzmaurice
Sinjin HawkeZora Jones,Vicious Circles EP,7.7,Electronic,2018-08-08,Philip Sherburne
Iggy Azalea,Survive the Summer EP,4.3,Pop/R&BRap,2018-08-08,Sheldon Pearce
Baka Not Nice,4Milli,4.7,Rap,2018-08-08,Stephen Kearse
Spider Bags,Someday Everything Will Be Fine,7.0,Rock,2018-08-08,Max Savage Levenson
Travis Scott,Astroworld,7.8,Rap,2018-08-07,Larry Fitzmaurice
Various Artists,Paradise: The Sound of Ivor Raymonde,8.4,Not found,2018-08-07,Stephen M. Deusner
Dorian Concept,The Nature of Imitation,7.2,Electronic,2018-08-07,Andy Beta
Elephant Micah,Genericana,7.2,Folk/Country,2018-08-07,Brian Howe
YG,Stay Dangerous,6.5,Rap,2018-08-06,Jackson Howard
The Love Language,Baby Grand,7.3,Rock,2018-08-06,Larry Fitzmaurice
Medhane,"Ba Suba, Ak Jamm EP",7.3,Rap,2018-08-06,Dean Van Nguyen
Primo!,Amici,7.5,Rock,2018-08-06,Jenn Pelly
George Michael,Faith,8.7,Pop/R&B,2018-08-05,Brad Nelson
Channel Tres,Channel Tres EP,7.9,Electronic,2018-08-04,Meaghan Garvey
Various Artists,Manhunter Original Motion Picture Music,8.0,Not found,2018-08-04,Stuart Berman
 Gia Margaret,There’s Always Glimmer,7.4,Rock,2018-08-04,Margaret Farrell
Starlito,At WAR With Myself Too,7.7,Rap,2018-08-04,Paul A. Thompson
Mac Miller,Swimming,7.5,Rap,2018-08-03,Evan Rytlewski
Clearance,At Your Leisure,6.4,Rock,2018-08-03,Steven Arroyo
Helena Hauff,Qualm,7.8,Electronic,2018-08-03,Philip Sherburne
Jim O’Rourke,Sleep Like It’s Winter,8.1,Experimental,2018-08-03,Miles Bowe
RL Grime,Nova,4.1,Electronic,2018-08-02,Larry Fitzmaurice
This Heat,Repeat/Metal,8.0,Experimental,2018-08-02,Robert Ham
Masayoshi Fujita,Book of Life,7.6,Experimental,2018-08-02,Andy Beta
Bjarki,Oli Gumm,7.8,Electronic,2018-08-02,Philip Sherburne
G HerboSouthside ,Swervo,7.3,Rap,2018-08-01,Sheldon Pearce
88rising,Head in the Clouds,6.8,Not found,2018-08-01,Reed Jackson
A Certain Ratio,Change the Station,6.0,Electronic,2018-08-01,Daniel Martin-McCormick
Trust Fund,Bringing the Backline,6.9,Rock,2018-08-01,Calum Marsh
UnderworldIggy Pop,Teatime Dub Encounters EP,4.7,ElectronicRock,2018-07-31,Daniel Martin-McCormick
Arcángel ,Ares,6.9,Rap,2018-07-31,Matthew Ismael Ruiz
SONOIO,Fine,6.1,Electronic,2018-07-31,Ben Cardew
New Optimism ,Amazon to LeFrak EP,7.6,Pop/R&B,2018-07-31,Ben Cardew
Santigold,I Don’t Want: The Gold Fire Sessions,7.4,Pop/R&B,2018-07-30,Karas Lamb
The Cradle,Bag of Holding,8.0,Experimental,2018-07-30,Quinn Moreland
Michael BeharieTeddy Rankin-Parker,A Heart From Your Shadow,7.2,Experimental,2018-07-30,Andy Beta
VanJess,Silk Canvas,7.7,Pop/R&B,2018-07-30,Jackson Howard
Bell Biv Devoe,Poison,7.4,Pop/R&B,2018-07-29,Brendan Frederick
Ross From Friends,Family Portrait,6.5,Electronic,2018-07-28,Andy Beta
Daniel Aged,Daniel Aged,7.3,Electronic,2018-07-28,Philip Sherburne
Vinyl Williams,Opal,7.6,Rock,2018-07-28,Larry Fitzmaurice
Tony Molina,Kill the Lights,7.5,Rock,2018-07-28,Stuart Berman
Oneohtrix Point Never,The Station EP,6.5,Experimental,2018-07-27,Larry Fitzmaurice
Denzel Curry,TA13OO,7.7,Rap,2018-07-27,Dean Van Nguyen
Soulja Boy,Best to Ever Do It,5.1,Rap,2018-07-27,Evan Rytlewski
Daniel Bachman,The Morning Star,7.6,Folk/Country,2018-07-27,Matt Grosinger
Wiz Khalifa,Rolling Papers 2,4.2,Rap,2018-07-26,Alphonse Pierre
The Ophelias ,Almost,7.1,Rock,2018-07-26,Steven Arroyo
Nef the Pharaoh03 Greedo,Porter 2 Grape EP,7.2,Rap,2018-07-26,Paul A. Thompson
Matchess,Sacracorpa,7.2,Experimental,2018-07-26,Marc Masters
Taylor Bennett,Be Yourself EP,6.2,Rap,2018-07-25,Phillip Mlynar
Pariah,Here From Where We Are,7.2,Electronic,2018-07-25,Philip Sherburne
Table Sugar,Collected Acknowledgements,8.0,Rock,2018-07-25,Jenn Pelly
Marlowe,Marlowe,6.7,Rap,2018-07-25,Mehan Jayasuriya
The Internet,Hive Mind,8.3,Pop/R&B,2018-07-24,Sheldon Pearce
Hanna,Demur EP,7.7,Electronic,2018-07-24,Ben Cardew
Orquesta De Las Nubes,The Order of Change,7.8,Experimental,2018-07-24,Andy Beta
Buddy,Harlan & Alondra,7.4,Rap,2018-07-23,Briana Younger
Ovlov ,Tru,7.8,Rock,2018-07-23,Stuart Berman
Nathan Salsburg,Third,7.8,Folk/Country,2018-07-23,Sam Sodomsky
Creedence Clearwater Revival,Cosmo’s Factory,8.8,Rock,2018-07-22,John Lingan
Popcaan,Forever,6.9,GlobalPop/R&B,2018-07-21,Whitney  Wei
World’s Fair,New Lows,6.3,Rap,2018-07-21,Evan Rytlewski
Ty SegallWhite Fence,Joy,7.8,Rock,2018-07-20,Evan Minsker
Wild Pink,Yolk in the Fur,8.1,Rock,2018-07-20,Ian Cohen
Skeletonwitch,Devouring Radiant Light,7.9,Metal,2018-07-20,Zoe Camp
Nurse With Wound,Homotopy to Marie,8.5,Experimental,2018-07-19,Miles Bowe
Slimmy B,Feel My Pain EP,7.0,Rap,2018-07-19,Brian Josephs
Jenn Champion,Single Rider,6.8,Rock,2018-07-19,Larry Fitzmaurice
Donato Dozzy,Filo Loves the Acid,7.3,Electronic,2018-07-19,Jesse Dorris
Bruce SpringsteenThe E Street Band,"The Roxy July 7, 1978",8.8,Rock,2018-07-18,Sam Sodomsky
Cruel Diagonals,Disambiguation,7.4,Experimental,2018-07-18,Marc Masters
Luluc,Sculptor,4.8,Folk/Country,2018-07-18,Madison Bloom
Various Artists,"Don’t Mess With Cupid, ‘Cause Cupid Ain’t Stupid",7.7,Not found,2018-07-18,Ben Cardew
Laurel Halo,Raw Silk Uncut Wood,8.0,Electronic,2018-07-17,Sasha Geffen
Wet,Still Run,5.2,Pop/R&B,2018-07-17,Olivia Horn 
Meuko! Meuko!,鬼島 Ghost Island EP,7.0,Experimental,2018-07-17,Patrick St. Michel
Midori TakadaLafawndah,Le Renard Bleu EP,7.6,ExperimentalGlobal,2018-07-17,Jesse Dorris
Dirty Projectors,Lamp Lit Prose,7.4,Rock,2018-07-16,Jazz Monroe
Lotic,Power,7.8,Electronic,2018-07-16,Sasha Geffen
S4U,Heart 2 Say,7.3,Pop/R&B,2018-07-16,Dean Van Nguyen
Sean Henry,Fink,5.7,Rock,2018-07-16,Nina Corcoran
Juvenile,400 Degreez,9.4,Rap,2018-07-15,Paul A. Thompson
DJ Seinfeld,DJ-Kicks,6.5,Electronic,2018-07-14,Philip Sherburne
Chastity,Death Lust,8.0,Rock,2018-07-14,Stuart Berman
Rosali ,Trouble Anyway,7.2,Folk/Country,2018-07-14,Allison Hussey
Okzharp & Manthe Ribane,Closer Apart,6.0,Electronic,2018-07-14,Ben Cardew
Deafheaven,Ordinary Corrupt Human Love,8.5,Metal,2018-07-13,Sam Sodomsky
Body/Head,The Switch,8.0,Rock,2018-07-13,Marc Masters
Tanukichan,Sundays,7.7,Rock,2018-07-13,Margaret Farrell
AGF,Dissidentova,7.6,Electronic,2018-07-13,Jesse Dorris
Kamasi Washington,The Choice,6.5,Jazz,2018-07-12,Andy Beta
Rizzla,Adepta,7.2,Electronic,2018-07-12,Larry Fitzmaurice
So Stressed,Pale Lemon,7.3,Rock,2018-07-12,Calum Marsh
Westside Gunn,Supreme Blientele,7.1,Rap,2018-07-12,Mike Madden
Future,BEASTMODE 2,8.0,Rap,2018-07-11,Meaghan Garvey
Bjørn Torske,Byen,6.9,Electronic,2018-07-11,Andy Beta
Haron ,Wandelaar,8.0,Experimental,2018-07-11,Philip Sherburne
Yung Bans,Vol. 5,6.3,Rap,2018-07-11,Torry Threadcraft
Meek Mill,Legends of the Summer EP,7.2,Rap,2018-07-10,Sheldon Pearce
Container,LP,7.5,Experimental,2018-07-10,Miles Bowe
Alan Braufman,Valley of Search,7.2,Jazz,2018-07-10,Andy Beta
T. Hardy Morris,"Dude, the Obscure",7.6,Rock,2018-07-10,Stephen M. Deusner
Jim James,Uniform Distortion,7.6,Rock,2018-07-09,Stuart Berman
RP Boo,I’ll Tell You What!,7.8,Electronic,2018-07-09,Ben Cardew
Alex Zhang Hungtai,Divine Weight,7.7,Experimental,2018-07-09,Stuart Berman
Mika VainioFranck Vigroux,Ignis EP,7.8,Experimental,2018-07-09,Thea Ballard
Mary Margaret O’Hara,Miss America,8.5,Rock,2018-07-08,Laura Snapes
Years & Years,Palo Santo,6.5,Pop/R&B,2018-07-07,Cameron Cook
David SylvianHolger Czukay,Plight & Premonition / Flux & Mutability,6.7,RockExperimental,2018-07-07,Robert Ham
Hana Vu,How Many Times Have You Driven By EP,7.0,Pop/R&B,2018-07-07,Jenn Pelly
Pablo’s Eye,Bardo for Pablo,8.2,Electronic,2018-07-06,Andy Beta
Carl Stone,Electronic Music From the Eighties and Nineties,6.1,Electronic,2018-07-06,Daniel Martin-McCormick
03 Greedo,God Level,8.0,Rap,2018-07-05,Torii MacAdams
Lil Reek,The Graduation,7.4,Rap,2018-07-05,Alphonse Pierre
Florence and the Machine,High as Hope,5.7,Pop/R&B,2018-07-04,Katherine St. Asaph
Ned Lagin,Seastones,8.0,Experimental,2018-07-04,Jesse Jarnow
Let’s Eat Grandma,I’m All Ears,8.6,Pop/R&B,2018-07-03,Meaghan Garvey
The Rock*A*Teens,Sixth House,7.5,Rock,2018-07-03,Sam Sodomsky
Topdown Dialectic,Topdown Dialectic,8.0,Electronic,2018-07-03,Philip Sherburne
Drake,Scorpion,6.9,Rap,2018-07-02,Jamieson Cox
The Milk Carton Kids,All the Things That I Did and All the Things That I Didn’t Do,6.8,Folk/Country,2018-07-02,Max Savage Levenson
Mark Fell,Intra,7.4,Electronic,2018-07-02,Alexander Iadarola
Khemmis,Desolation,6.8,Metal,2018-07-02,Zoe Camp
Nirvana,Incesticide,8.7,Rock,2018-07-01,Jenn Pelly
John Coltrane,Both Directions at Once: The Lost Album,8.6,Jazz,2018-06-30,Ben Ratliff
Chris Crofton,Hello It’s Me,7.4,Rock,2018-06-30,Stephen M. Deusner
Sink Ya Teeth,Sink Ya Teeth,7.0,Electronic,2018-06-30,Larry Fitzmaurice
Vein,Errorzone,7.8,Metal,2018-06-30,Andy O'Connor
Gorillaz,The Now Now,6.8,ElectronicRock,2018-06-29,Jazz Monroe
Freddie Gibbs,Freddie,7.8,Rap,2018-06-29,Meaghan Garvey
Marshmello ,Joytime II,4.2,Electronic,2018-06-29,Larry Fitzmaurice
Dawes,Passwords,5.6,Rock,2018-06-29,Max Savage Levenson
Arp,Zebra,7.6,Electronic,2018-06-29,Philip Sherburne
Death Grips,Year of the Snitch,7.3,ExperimentalRap,2018-06-28,Ian Cohen
MIKE,Renaissance Man,7.5,Rap,2018-06-28,Jayson Greene
Lorenzo BITW,Love Junction,6.7,Electronic,2018-06-28,Chal Ravens
Project Pablo,Come to Canada You Will Like It,5.9,Electronic,2018-06-28,Ben Cardew
Teyana Taylor,K.T.S.E.,7.8,Pop/R&B,2018-06-27,Claire Lobenfeld
Best Coast,Best Kids,7.0,Rock,2018-06-27,Marc Hogan
M. Geddes Gengras,Hawaiki Tapes,6.9,Experimental,2018-06-27,Philip Sherburne
Blawan,Wet Will Always Dry,7.2,Electronic,2018-06-27,Ben Cardew
A Boogie Wit Da Hoodie,International Artist,6.3,Rap,2018-06-26,Sheldon Pearce
Alice Coltrane,Lord of Lords,8.0,Jazz,2018-06-26,Matthew Kassel
Charlie Looker,Simple Answers,7.6,Experimental,2018-06-26,Andy O'Connor
Galcher Lustwerk,200% Galcher,7.7,Electronic,2018-06-26,Kevin Lozano
Gang Gang Dance,Kazuashita,7.7,Experimental,2018-06-25,Ben Cardew
MorMor,Heaven’s Only Wishful EP,8.0,Pop/R&B,2018-06-25,Sasha Geffen
Kate NV,для FOR,8.1,Experimental,2018-06-25,Kevin Lozano
DJ Richard,Dies Iræ Xerox,7.8,Electronic,2018-06-25,Philip Sherburne
John Frusciante,To Record Only Water for Ten Days,8.0,Rock,2018-06-24,Sam Sodomsky
Jay Rock,Redemption,8.0,Rap,2018-06-23,Sheldon Pearce
Nine Inch Nails,Bad Witch,8.0,Rock,2018-06-23,Sam Sodomsky
Gruff Rhys,Babelsberg,7.8,Rock,2018-06-23,Stuart Berman
Mike Shinoda,Post Traumatic,3.8,Rap,2018-06-23,Stephen Kearse
Kamasi Washington,Heaven and Earth,8.8,Jazz,2018-06-22,Nate Chinen
Onyx Collective ,Lower East Suite Part Three,7.6,Jazz,2018-06-22,Jay Balfour
Jacquees,4275,6.9,Pop/R&B,2018-06-22,Jay Balfour
Yuno,Moodie EP,7.4,Pop/R&B,2018-06-22,Margaret Farrell
Brendon Anderegg,June,7.4,Electronic,2018-06-22,Philip Sherburne
Rico Nasty,Nasty,8.0,Rap,2018-06-21,Sheldon Pearce
Mourn,Sorpresa Familia,7.7,Rock,2018-06-21,Larry Fitzmaurice
Johnny Marr,Call the Comet,6.0,Rock,2018-06-21,Stephen Thomas Erlewine
Matty,Déjàvu,6.6,Rock,2018-06-21,Jonah Bromwich
Nas,Nasir,6.1,Rap,2018-06-20,Stephen Kearse
Leon Vynehall,Nothing Is Still,8.2,Electronic,2018-06-20,Jamieson Cox
Christina Aguilera,Liberation,6.7,Pop/R&B,2018-06-20,Claire Lobenfeld
Melody’s Echo Chamber,Bon Voyage,7.1,Rock,2018-06-20,Ian Cohen
BeyoncéJAY-Z,Everything Is Love,8.2,Pop/R&BRap,2018-06-19,Briana Younger
R+R=NOW,Collagically Speaking,7.0,Jazz,2018-06-19,Marcus J. Moore
Virginia Wing,Ecstatic Arrow,7.8,Pop/R&B,2018-06-19,Laura Snapes
Marisa Anderson,Cloud Corner,7.8,Folk/Country,2018-06-19,Grayson Haver Currin
Chromeo,Head Over Heels,5.7,Electronic,2018-06-18,Jesse Dorris
King Princess,Make My Bed EP,7.1,Pop/R&B,2018-06-18,Jackson Howard
Don Cherry,"Home Boy, Sister Out",6.0,Jazz,2018-06-18,Daniel Martin-McCormick
Tangents,New Bodies,7.9,Experimental,2018-06-18,Grayson Haver Currin
Curtis Mayfield,Super Fly,9.1,Pop/R&B,2018-06-17,Mychal Denzel Smith
Colin Stetson,Hereditary (Original Motion Picture Soundtrack),7.6,Experimental,2018-06-16,Zach Kelly
Dave Matthews Band,Come Tomorrow,5.0,Rock,2018-06-16,Jason P. Woodbury
Zeal & Ardor,Stranger Fruit,7.3,Metal,2018-06-16,Grayson Haver Currin
Simon & GarfunkelDave Grusin,The Graduate (Original Motion Picture Soundtrack),6.2,RockJazz,2018-06-16,Stephen M. Deusner
SOPHIE,OIL OF EVERY PEARL’s UN-INSIDES,8.6,Electronic,2018-06-15,Sasha Geffen
Protomartyr,Consolation EP,7.7,Rock,2018-06-15,Jenn Pelly
Laura Jean,Devotion,6.8,Pop/R&B,2018-06-15,Olivia Horn 
Baba Stiltz,Showtime EP,6.9,Electronic,2018-06-15,Philip Sherburne
Rolling Blackouts Coastal Fever,Hope Downs,8.1,Rock,2018-06-15,Stuart Berman
serpentwithfeet,soil,8.1,Experimental,2018-06-14,Sasha Geffen
Ali Shaheed MuhammadAdrian Younge,The Midnight Hour,6.7,RapPop/R&B,2018-06-14,Brian Josephs
Angélique Kidjo,Remain in Light,7.7,Global,2018-06-14,Andy Beta
UniformThe Body,Mental Wounds Not Healing,7.8,Metal,2018-06-14,Larry Fitzmaurice
Lykke Li,so sad so sexy,6.4,Pop/R&B,2018-06-13,Stacey Anderson
Lily Allen,No Shame,6.3,Pop/R&B,2018-06-13,Madison Bloom
Fetty Wap,Bruce Wayne,5.4,Rap,2018-06-13,Sheldon Pearce
Eartheater,IRISIRI,7.4,Experimental,2018-06-13,Sasha Geffen
Tierra Whack,Whack World,8.3,Rap,2018-06-12,Briana Younger
Jorja Smith ,Lost & Found,8.1,Pop/R&B,2018-06-12,Jackson Howard
Flasher,Constant Image,7.9,Rock,2018-06-12,Ian Cohen
Palberta,Roach Goin’ Down,7.8,Rock,2018-06-12,Marc Masters
Kanye WestKid Cudi,Kids See Ghosts,7.6,RapRock,2018-06-11,Jayson Greene
Proc Fiskal ,Insula,7.9,Electronic,2018-06-11,Chal Ravens
Shannon Shaw,Shannon in Nashville,7.5,Rock,2018-06-11,Jenn Pelly
Kadhja Bonet,Childqueen,7.7,Pop/R&B,2018-06-11,Stephen Kearse
The Band,The Band,10.0,Rock,2018-06-10,Steven Hyden
Big Freedia,3rd Ward Bounce EP,6.1,Rap,2018-06-09,Karas Lamb
The Get Up Kids,Kicker EP,6.7,Rock,2018-06-09,Ian Cohen
Maps & Atlases,Lightlessness Is Nothing New,7.0,Rock,2018-06-09,Amanda Wicks
Brandon Wardell,An ASMR Album,5.7,Experimental,2018-06-09,Larry Fitzmaurice
Snail Mail,Lush,8.7,Rock,2018-06-08,Ryan Dombal
LUMP,LUMP,7.7,Experimental,2018-06-08,Madison Bloom
Okay Kaya,Both,7.0,Pop/R&B,2018-06-08,Maya-Roisin Slater
YOB,Our Raw Heart,8.0,Metal,2018-06-08,Andy O'Connor
Jon Hassell,Listening to Pictures (Pentimento Volume One),7.3,Experimental,2018-06-08,Robert Ham
Natalie Prass,The Future and the Past,7.7,Rock,2018-06-07,Olivia Horn 
Ghost,Prequelle,6.1,Not found,2018-06-07,Zoe Camp
Jesse James Solomon ,Strata EP,6.8,Rap,2018-06-07,Ciaran Thapar
Omar Apollo ,Stereo EP,6.8,Pop/R&B,2018-06-07,Briana Younger
Black Thought ,"Streams of Thought, Vol. 1",7.5,Rap,2018-06-06,Brian Josephs
Mazzy Star,Still EP,7.1,Rock,2018-06-06,Ben Cardew
Various Artists,Patina Echoes,7.8,Not found,2018-06-06,Philip Sherburne
Sam Evian,"You, Forever",6.8,Rock,2018-06-06,Allison Hussey
Neko Case,Hell-On,7.7,Folk/Country,2018-06-05,Sam Sodomsky
Prefuse 73,Sacrifices,5.9,Electronic,2018-06-05,Mehan Jayasuriya
Ben Vince,Assimilation,7.6,Not found,2018-06-05,Andy Beta
Ruler,Winning Star Champion,7.1,Rock,2018-06-05,Larry Fitzmaurice
Kanye West,ye,7.1,Rap,2018-06-04,Meaghan Garvey
Jenny Hval,The Long Sleep,7.9,Experimental,2018-06-04,Abigail Covington
Snow Patrol,Wildness,4.8,Rock,2018-06-04,Ian Cohen
Deeper,Deeper,6.9,Rock,2018-06-04,Larry Fitzmaurice
Hole,Live Through This,10.0,Rock,2018-06-03,Sasha Geffen
Oneohtrix Point Never,Age Of,7.8,Experimental,2018-06-02,Sasha Geffen
Bonjay,Lush Life,7.4,Electronic,2018-06-02,Chris Randle
Jeremy Enigk,Return of the Frog Queen,7.8,Rock,2018-06-02,Patric Fallon
Âme,Dream House,4.8,Electronic,2018-06-02,Daniel Martin-McCormick
Father John Misty,God’s Favorite Customer,8.5,Rock,2018-06-01,Jeremy D. Larson
Juice WRLD,Goodbye & Good Riddance,6.4,Rap,2018-06-01,Jay Balfour
Shygirl ,Cruel Practice,7.6,Electronic,2018-06-01,Margaret Farrell
Dear Nora,Skulls Example,7.5,Rock,2018-06-01,Jay Balfour
Joanne Forman,Cave Vaults of the Moon,6.8,ElectronicExperimental,2018-06-01,Andy Beta
J Balvin,Vibras,8.0,Rap,2018-05-31,Matthew Ismael Ruiz
Clairo,Diary 001 EP,7.0,Pop/R&B,2018-05-31,Sasha Geffen
Wooden Shjips,V.,7.3,Rock,2018-05-31,Stuart Berman
Shawn Mendes,Shawn Mendes,5.1,Pop/R&B,2018-05-31,Jamieson Cox
Chvrches,Love Is Dead,6.3,Pop/R&B,2018-05-30,Laura Snapes
Parliament,Medicaid Fraud Dogg,7.3,Rock,2018-05-30,Sheldon Pearce
Tracyanne & Danny,Tracyanne & Danny,7.4,Rock,2018-05-30,Brian Howe
Klein,cc EP,7.7,Experimental,2018-05-30,Ben Cardew
A$AP Rocky,Testing,6.7,Rap,2018-05-29,Stephen Kearse
Sudan Archives,Sink EP,7.5,Pop/R&B,2018-05-29,Jenn Pelly
DJ Lilocox,Paz & Amor EP,7.8,Electronic,2018-05-29,Andy Beta
Shy Layers,Midnight Marker,7.9,Electronic,2018-05-29,Philip Sherburne
MIKE,Black Soap,7.8,Rap,2018-05-28,Jeff Ihaza
Raekwon,Only Built 4 Cuban Linx,9.5,Rap,2018-05-27,Jonah Bromwich
Hatchie,Sugar & Spice EP,7.5,Rock,2018-05-26,Judy Berman
DJDS,Big Wave More Fire,7.3,Electronic,2018-05-26,Max Mertens
Shalamar,Uptown Festival,4.2,Pop/R&B,2018-05-26,Ernest Wilkins
Bernice,Puff LP: In the air without a shape,7.5,Pop/R&B,2018-05-26,Ben Cardew
Pusha-T,Daytona,8.3,Rap,2018-05-25,Paul A. Thompson
Johnny Jewel,Themes for Television,7.0,Electronic,2018-05-25,Larry Fitzmaurice
Kamaal Williams,The Return,8.0,Jazz,2018-05-25,Dean Van Nguyen
MC Paul Barman,(((echo chamber))),6.0,Rap,2018-05-25,Evan Rytlewski
Wand,Perfume EP,7.7,Rock,2018-05-25,Steven Arroyo
Deerhunter,Double Dream of Spring,7.2,Rock,2018-05-24,Marc Hogan
BTS,Love Yourself 轉 ‘Tear’,7.1,Pop/R&B,2018-05-24,Sheldon Pearce
KYLE,Light of Mine,6.9,Rap,2018-05-24,Briana Younger
Jim O’Rourke,Steamroom 40,8.0,Experimental,2018-05-24,Philip Sherburne
Lil Baby,Harder Than Ever,6.6,Rap,2018-05-23,Evan Rytlewski
Nav,Reckless,5.3,Rap,2018-05-23,Alphonse Pierre
Surgeon,Luminosity Device,7.0,Electronic,2018-05-23,Louis Pattison
Sarah Louise,Deeper Woods,7.8,Folk/Country,2018-05-23,Jesse Jarnow
Courtney Barnett,Tell Me How You Really Feel,7.4,Rock,2018-05-22,Laura Snapes
Ryley Walker,Deafman Glance,7.9,Folk/Country,2018-05-22,Sam Sodomsky
Moomin,Yesterday’s Tomorrows,6.6,Electronic,2018-05-22,Philip Sherburne
Jennifer Castle,Angels of Death,7.6,Folk/Country,2018-05-22,Erin Osmon
Parquet Courts,Wide Awake!,8.0,Rock,2018-05-21,Mike Powell
Wax Idols,Happy Ending,7.1,Rock,2018-05-21,Sasha Geffen
"Now, Now",Saved,7.1,Pop/R&B,2018-05-21,Olivia Horn 
Wax Chattels,Wax Chattels,6.5,Rock,2018-05-21,David Glickman
Aretha Franklin,Spirit in the Dark,9.0,Pop/R&B,2018-05-20,Nick Marino
Bruce Springsteen,Tunnel of Love,9.5,Rock,2018-05-19,Sam Sodomsky
Buck Meek,Buck Meek,7.2,Folk/Country,2018-05-19,Allison Hussey
Sen Morimoto,Cannonball!,7.7,Jazz,2018-05-19,Jonah Bromwich
Quiet Slang,Everything Matters But No One Is Listening,5.4,Rock,2018-05-19,Ian Cohen
Stephen Malkmus and the Jicks,Sparkle Hard,8.0,Rock,2018-05-18,Evan Rytlewski
GAS,Rausch,7.8,Electronic,2018-05-18,Daniel Martin-McCormick
Patrick Paige II,Letters of Irrelevance,7.5,Pop/R&B,2018-05-18,Jackson Howard
Frog Eyes,Violet Psalms,7.7,Rock,2018-05-18,Calum Marsh
Mary Lattimore,Hundreds of Days,7.8,Experimental,2018-05-18,Kevin Lozano
Skee Mask,Compro,8.6,Electronic,2018-05-17,Ezra Marcus
City Girls,Period,6.5,Rap,2018-05-17,Claire Lobenfeld
At the Gates,To Drink From the Night Itself,7.3,Metal,2018-05-17,Andy O'Connor
oOoOO Islamiq Grrrls,Faminine Mystique,6.8,Electronic,2018-05-17,Chal Ravens
Playboi Carti,Die Lit,8.5,Rap,2018-05-16,Evan Rytlewski
Mark Kozelek,Mark Kozelek,6.8,Rock,2018-05-16,Ian Cohen
Okkervil River,In the Rainbow Rain,6.9,Rock,2018-05-16,Brad Shoup
David GrubbsTaku Unami,Failed Celestial Creatures,7.6,Experimental,2018-05-16,Philip Sherburne
Autechre,NTS Sessions 1-4,8.2,Electronic,2018-05-15,Andrew Nosnitsky
The Body,"I Have Fought Against It, But I Can’t Any Longer.",7.8,Metal,2018-05-15,NM Mashurov
Illuminati Hotties,Kiss Yr Frenemies,7.3,Rock,2018-05-15,Larry Fitzmaurice
Lorde Fredd33,NORF: The Legend of Hotboy Ronald,7.5,Rap,2018-05-15,Mehan Jayasuriya
Arctic Monkeys,Tranquility Base Hotel & Casino,8.1,Rock,2018-05-14,Jazz Monroe
Tee Grizzley,Activated,6.4,Rap,2018-05-14,Brian Josephs
Slow Mass,On Watch,7.5,Rock,2018-05-14,Ian Cohen
Ssion,O,7.7,Rock,2018-05-14,Cameron Cook
Bob Dylan,Time Out of Mind,9.4,Rock,2018-05-13,Grayson Haver Currin
The Sea and Cake,Any Day,7.5,Rock,2018-05-12,Stuart Berman
Ski Mask the Slump God,Beware the Book of Eli,7.9,Rap,2018-05-12,Dean Van Nguyen
Bali Baby,Baylor Swift,7.4,Rap,2018-05-12,Sheldon Pearce
Barely March,Marely Barch,7.5,Rock,2018-05-12,Ian Cohen
Beach House,7,8.9,Rock,2018-05-11,Jayson Greene
Simian Mobile Disco,Murmurations,7.5,Electronic,2018-05-11,Larry Fitzmaurice
Junglepussy,JP3,7.5,Rap,2018-05-11,Jackson Howard
Aïsha Devi,DNA Feelings,7.4,Electronic,2018-05-11,Sasha Geffen
Lucas,Fall in Love EP,7.0,Electronic,2018-05-11,Mehan Jayasuriya
Jon Hopkins,Singularity,8.3,Electronic,2018-05-10,Brian Howe
Damien Jurado,The Horizon Just Laughed,8.0,Rock,2018-05-10,Grayson Haver Currin
